title,artist,hashtag,ageRating
네온 루프,코글플래닛,"전체관람가,fun,레트로,감성,심플,모션",전체
시계방향 네온 루프,코글플래닛,"전체관람가,fun,레트로,감성,심플,모션",전체
픽셀 아케이드_댕댕이,,"게임,전체관람가,fun,강아지,레트로,귀여운,댕댕이,웰시코기,코기,멍멍이",전체
픽셀 아케이드 게임_댕댕이,,"게임,전체관람가,fun,강아지,레트로,귀여운,댕댕이,웰시코기,코기,멍멍이",전체
눈사람,,"힐링,전체관람가,시즈널,겨울,귀여운,감성,눈,눈사람,화이트,스노우맨",전체
사랑스런 리트리버_겨울,,"동물,힐링,전체관람가,시즈널,강아지,겨울,눈,댕댕이,골든리트리버,개",전체
레인보우 러브,,"전체관람가,fun,하트,컬러풀,네온,심플,통화중",전체
전화받으러 가는중,,"동물,힐링,전체관람가,통화상황,고양이,귀여운,아기고양이,인기",전체
아니 이게 누구야,,"전체관람가,fun,통화상황,코믹,재미있는,웃긴,오랜만이야",전체
타임랩스_살구 꽃,,"힐링,전체관람가,자연,꽃,타임랩스,아름다운,살구꽃",전체
타임랩스_오키드,,"힐링,전체관람가,자연,꽃,타임랩스,아름다운,서양난,난초,호접란",전체
귀여운 시바 이모티콘,뭘봐 시바,"동물,전체관람가,강아지,통화상황,귀여운,전화중,시바,시바견",전체
귀여운 잠든 고양이,,"일러스트,동물,힐링,전체관람가,고양이,귀여운,핑크,zzz,자는중",전체
귀여운 잠자는 강아지,뭘봐 시바,"일러스트,동물,힐링,전체관람가,강아지,귀여운,시바,시바견,zzz,자는중,옐로우",전체
레트로 무비,,"전체관람가,fun,레트로,영화,블랙,필름,레드,빈티지",전체
초근접 불멍,코글플래닛,"힐링,전체관람가,fun,감성,캠핑,멍때리기,캠프파이어",전체
벽난로 불멍,코글플래닛,"힐링,전체관람가,fun,감성,캠핑,멍때리기,캠프파이어",전체
화로 불멍,코글플래닛,"힐링,전체관람가,fun,감성,캠핑,멍때리기,캠프파이어",전체
무지개 버블,,"힐링,전체관람가,fun,컬러풀,무지개,레인보우,버블,3D",전체
원색의 잉크 플루이드,코글플래닛,"힐링,전체관람가,fun,컬러풀,몽환적인,컬러,번짐,물감",전체
몽환적인 잉크 플루이드,코글플래닛,"힐링,전체관람가,fun,컬러풀,몽환적인,컬러,번짐,물감",전체
잉크 블라스트_Pink Blue Purple,,"힐링,전체관람가,fun,컬러풀,몽환적인,컬러,잉크,번짐,물감",전체
잉크 블라스트_Rainbow,,"힐링,전체관람가,fun,컬러풀,몽환적인,컬러,잉크,번짐,물감",전체
보더콜리 개인기,,"동물,힐링,전체관람가,시즈널,강아지,겨울,눈,댕댕이,개,보더콜리",전체
픽셀 비행게임,,"게임,전체관람가,fun,추억,레트로,픽셀,고전,오락실",전체
callllllllllllllllllllllllllllling,,"전체관람가,fun,통화상황,심플,전화중,통화하면,전화하면,타이포그래피,타이포",전체
라운드 CALLING,,"전체관람가,fun,통화상황,심플,전화중,통화하면,전화하면,3D,타이포그래피,타이포",전체
잔망둥이,,"댄스,전체관람가,fun,코믹,전화중,신나게",전체
사이버 터널,,"힐링,전체관람가,fun,네온,우주,사이버,미래,SF,공상과학,루프",전체
두근두근 심장 박동,,"전체관람가,fun,사랑,하트,러블리,러브,커플,남친전용,여친전용,커플전용,발렌타인데이",전체
전화거는중_따듯한,,"일러스트,전체관람가,fun,통화상황,심플,전화중,그림,스트라이프",전체
겨울 곰돌이,,"일러스트,동물,힐링,전체관람가,시즈널,귀여운,곰,북극곰,곰돌이,스웨터,손그림",전체
겨울 준비,,"일러스트,힐링,전체관람가,시즈널,귀여운,스웨터,손그림,옷,장갑,데일리룩",전체
사랑스러운 겨울 곰돌이,,"일러스트,동물,힐링,전체관람가,시즈널,귀여운,하트,곰,북극곰,곰돌이,스웨터,손그림,love",전체
전화거는중_컬러풀,,"일러스트,전체관람가,fun,통화상황,심플,전화중,그림,땡땡이,장난감",전체
전화거는중_핸드드로잉,,"일러스트,전체관람가,fun,통화상황,심플,전화중,기타,그림,평화로운",전체
우주비행사_금방 갑니다,,"전체관람가,fun,우주인,귀여운,우주,통화하면,전화하면,3D,우주비행사",전체
밥먹는중이야! 조금만 기다려!,,"일러스트,전체관람가,fun,통화상황,먹방,귀여운,음식,파스텔,손그림,식사시간",전체
No Air,더보이즈 (THE BOYZ),"아이돌,뮤직비디오,댄스 팝,15세이상,더보이즈,THE BOYZ",15세이상
REVEAL,더보이즈 (THE BOYZ),"12세이상,아이돌,뮤직비디오,댄스 팝,더보이즈,THE BOYZ",12세이상
화이트 (White),더보이즈 (THE BOYZ),"댄스,전체관람가,아이돌,뮤직비디오,더보이즈,THE BOYZ",전체
Bloom Bloom,더보이즈 (THE BOYZ),"댄스,아이돌,뮤직비디오,더보이즈,THE BOYZ",전체
D.D.D (Extend Ver.),더보이즈 (THE BOYZ),"댄스,12세이상,아이돌,뮤직비디오,더보이즈,THE BOYZ",12세이상
퍼즐,신지민,"전체관람가,뮤직비디오,락,신지민,내_모든걸_채워버릴_줄은",전체
Beautiful Tomorrow,박효신,"12세이상,뮤직비디오,발라드,박효신",12세이상
Goodbye,박효신,"12세이상,뮤직비디오,발라드,박효신",12세이상
Home,박효신,"12세이상,뮤직비디오,발라드,박효신",12세이상
Shine Your Light,박효신,"12세이상,뮤직비디오,팝 락,박효신",12세이상
별 시 (別 時),박효신,"12세이상,뮤직비디오,발라드,박효신",12세이상
숨,박효신,"12세이상,뮤직비디오,발라드,박효신",12세이상
야생화,박효신,"전체관람가,뮤직비디오,발라드,박효신",전체
우리는 지구에서 모래성을 만들어,19 (NANA),"12세이상,뮤직비디오,인디 팝,나나,19,NANA,결국_파도에_무너질",12세이상
RESONANCE,NCT 2020,"댄스,12세이상,아이돌,뮤직비디오,NCT 2020",12세이상
What Do I Call You,태연 (TAEYEON),"전체관람가,아이돌,뮤직비디오,알앤비,태연,TAEYEON",전체
놀이공원 (Amusement Park) (Live Video),백현 (BAEKHYUN),"전체관람가,아이돌,뮤직비디오,알앤비,백현,BAEKHYUN",전체
Galaxy (Live Clip),태연 (TAEYEON),"전체관람가,아이돌,뮤직비디오,발라드,태연,TAEYEON",전체
어쩐지 오늘,존 박,"뮤직비디오,15세이상,팝,OST,존 박,도시남녀의 사랑법,어디론가_가고_싶어지네",15세이상
우당탕 (Crush),MCND,"전체관람가,아이돌,뮤직비디오,힙합,MCND,미친_듯_놀아봐",전체
대저택,BOYHOOD (남동현),"전체관람가,뮤직비디오,인디 락,BOYHOOD,남동현,꿈에서_본_대저택",전체
Fav Boyz  (Steve Aoki's Gold Star Remix),A.C.E (에이스),"12세이상,아이돌,뮤직비디오,댄스 팝,A.C.E,에이스,딱_나와라_와라_뚝딱",12세이상
정세운 받을까말까링,정세운,"전체관람가,아이돌,통화상황,받을까말까,설렘주의,정세운,JEONGSEWOON,고막남친,싱어송라이돌,정세운링,세이예스,밀당하지마,매너모드,Idol",전체
정세운 나른섹시하링,정세운,"전체관람가,아이돌,통화상황,정세운,JEONGSEWOON,고막남친,싱어송라이돌,정세운링,세운특강,나른섹시,같이해봐요,Idol",전체
"SPIRIT (From Disney's ""The Lion King"")",Beyoncé,"12세이상,뮤직비디오,힙합,OST,Beyoncé,비욘세,라이온 킹",12세이상
Tired (Feat. Gavin James),Alan Walker & Gavin James,"뮤직비디오,15세이상,Alan Walker,하우스,알렌 워커,Gavin James",15세이상
선인장 (CACTUS),A.C.E (에이스),"12세이상,아이돌,뮤직비디오,팝,A.C.E,에이스",12세이상
Feels,Calvin Harris,"12세이상,뮤직비디오,일렉트로닉 팝,Calvin Harris,캘빈 해리스",12세이상
My Oh My (feat. DaBaby) (Dance Video),Camila Cabello,"12세이상,뮤직비디오,팝,Camila Cabello,카밀라 카베요",12세이상
PUZZLE,소유 (SOYOU) & 박우진 (AB6IX),"뮤직비디오,15세이상,OST,소유,SOYOU,AB6IX,박우진,철인왕후,두근거리는_말을_내게",15세이상
지붕,남승민,"전체관람가,뮤직비디오,트로트,남승민,서로를_지켜주면서_행복하게",전체
원샷,조문근,"12세이상,뮤직비디오,트로트,조문근,블록버스터_뮤우직비디오",12세이상
Walk Away,하연,"12세이상,뮤직비디오,댄스 팝,하연,어렵지만_쉽게_뚜벅뚜벅",12세이상
사랑해 (I fxxking love you),Colde (콜드),"12세이상,뮤직비디오,알앤비,Colde,콜드",12세이상
Lonely,Diplo & Jonas Brothers,"12세이상,뮤직비디오,댄스 팝,Diplo,디플로,Jonas Brothers,조나스 브라더스",12세이상
Writing On The Wall,French Montana,"뮤직비디오,15세이상,힙합,French Montana,프렌치 몬타나",15세이상
서로의 눈물이 되어,효린,"아이돌,뮤직비디오,발라드,OST,효린,화랑",전체
Light It Up (feat. Kinnie Lane),정킬라 (Junkilla),"전체관람가,뮤직비디오,일렉트로닉,정킬라,Junkilla",전체
담다디,골든차일드,"12세이상,아이돌,뮤직비디오,댄스 팝,골든차일드",12세이상
너라고(It's U),골든차일드,"12세이상,아이돌,뮤직비디오,댄스 팝,골든차일드",12세이상
그러다 봄,골든차일드,"12세이상,아이돌,뮤직비디오,발라드,골든차일드",12세이상
ONE (Lucid Dream),골든차일드,"댄스,아이돌,뮤직비디오,15세이상,골든차일드",15세이상
LET ME,골든차일드,"12세이상,아이돌,뮤직비디오,댄스 팝,골든차일드",12세이상
LADY,골든차일드,"12세이상,아이돌,뮤직비디오,댄스 팝,골든차일드",12세이상
Genie,골든차일드,"12세이상,아이돌,뮤직비디오,댄스 팝,골든차일드",12세이상
깨워 (Who U Are),강다니엘,"12세이상,아이돌,뮤직비디오,알앤비,강다니엘",12세이상
Waves,강다니엘,"12세이상,아이돌,뮤직비디오,힙합,강다니엘",12세이상
"Anytime, Anywhere",케빈오,"전체관람가,뮤직비디오,발라드,케빈오",전체
Carry On,Kygo & Rita Ora,"12세이상,뮤직비디오,일렉트로닉 팝,OST,Kygo,카이고,Rita Ora,리타 오라,명탐정 피카츄",12세이상
Moi + Look at Us,Lolo Zouaï,"12세이상,뮤직비디오,팝,Lolo Zouaï,롤로 주아이",12세이상
DREAM NOTE,드림노트 (DreamNote),"전체관람가,아이돌,뮤직비디오,댄스 팝,드림노트,DreamNote",전체
하쿠나 마타타,드림노트 (DreamNote),"전체관람가,아이돌,뮤직비디오,댄스 팝,드림노트,DreamNote",전체
별똥별에 새해소원빌기,비밀리프렌즈,"전체관람가,시즈널,fun,별똥별,귀여움,밤,별,밤하늘,새해,설날,우주,비밀리프렌즈,사랑스러움,비패밀리,밀리언",전체
트리와 함께 새해인사,비밀리프렌즈,"전체관람가,시즈널,크리스마스,fun,귀여움,새해,설날,새해인사,비밀리프렌즈,무무,벨라,근하신년,마고소양,소원성취,사랑스러움,비패밀리",전체
바라다 (WISH),드림노트 (DreamNote),"12세이상,아이돌,뮤직비디오,댄스 팝,드림노트,DreamNote",12세이상
What I Said,VICTON (빅톤),"12세이상,아이돌,뮤직비디오,댄스 팝,VICTON,빅톤,빅톤이_미래다",12세이상
Sorry,"2F (신용재, 김원주)","뮤직비디오,15세이상,발라드,OST,신용재,2F,김원주,런 온,너무_커져버린_널",15세이상
아수라발발타 (ASURABALBALTA),T1419,"전체관람가,아이돌,뮤직비디오,댄스 팝,T1419,영웅이_필요한_Timing",전체
요즘 자꾸만,김요한,"전체관람가,아이돌,뮤직비디오,김요한,OST,아름다웠던 우리에게,차헌_테마곡",전체
Don't Leave Me Lonely (Feat. YEBBA),Mark Ronson,"12세이상,뮤직비디오,팝,Mark Ronson,마크 론슨",12세이상
Nice to Meet Ya (Feat. Nicki Minaj),Meghan Trainor,"뮤직비디오,15세이상,팝,Meghan Trainor,메간 트레이너",15세이상
Ordinary Man (Feat. Elton John),Ozzy Osbourne,"12세이상,뮤직비디오,락,Ozzy Osbourne,오지 오스본",12세이상
MY TREASURE,TREASURE (트레저),"댄스,전체관람가,아이돌,뮤직비디오,트레저,TREASURE,우리모두_보석같은_존재",전체
생각 생각 생각 (Thinking about you) (Feat.수민),뮤지,"전체관람가,뮤직비디오,소울,뮤지",전체
화 (火花),(여자)아이들,"12세이상,아이돌,뮤직비디오,댄스 팝,(여자)아이들,(G)I-DLE,시렸던_시간을_나를_태워간다",12세이상
You never know,로카 (Roca),"12세이상,뮤직비디오,알앤비,로카,Roca",12세이상
그게 너라서,성리,"전체관람가,뮤직비디오,발라드,성리",전체
The Greatest (Feat. Kendrick Lamar),Sia,"전체관람가,뮤직비디오,팝,Sia,시아",전체
GO HOME (feat.LáPamasaka) (prod.sesåme),sokodomo,"12세이상,뮤직비디오,힙합,sokodomo,양승호",12세이상
Little Things,소피야 (Sophiya),"12세이상,뮤직비디오,발라드,소피야,Sophiya",12세이상
어떻게 해야 할까요,정인,"전체관람가,뮤직비디오,발라드,정인,알고_있지만_모르고_싶은_순간",전체
POP SONG (Feat. 한해),성해리 (HAERI),"전체관람가,뮤직비디오,알앤비,성해리,HAERI,문_너머_다른세상을",전체
오늘 밤에 (With Melody),이민혁,"댄스,전체관람가,아이돌,뮤직비디오,비투비,이민혁,BTOB",전체
Beautiful,Crush,"뮤직비디오,15세이상,Crush,OST,크러쉬,도깨비",15세이상
underrock (Prod. Plant),이명(earring) & Vinwoo,"뮤직비디오,15세이상,얼터너티브 락,이명,earring,Vinwoo",15세이상
The Other Side (영화 '트롤 : 월드 투어' OST),SZA & Justin Timberlake,"12세이상,뮤직비디오,팝,OST,SZA,Justin Timberlake,저스틴 팀버레이크,트롤: 월드 투어",12세이상
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,"뮤직비디오,15세이상,일렉트로닉 팝,The Chainsmokers,체인스모커스",15세이상
죽어도 너야,V & 진,"아이돌,뮤직비디오,팝,방탄소년단,OST,화랑,V,뷔,진",전체
Ruin My Life,Zara Larsson,"뮤직비디오,15세이상,팝,Zara Larsson,자라 라슨",12세이상
그날의 봄,박지윤,"12세이상,뮤직비디오,발라드,박지윤",12세이상
안 괜찮아,벤,"뮤직비디오,15세이상,팝,벤",15세이상
그저 바라본다,에일리 (AILEE),"뮤직비디오,발라드,OST,에일리,AILEE,초콜릿",전체
You & I (Special Track),윤계상 & 하지원,"뮤직비디오,팝,OST,초콜릿,윤계상,하지원",전체
마중,케이시 (Kassy),"뮤직비디오,발라드,OST,케이시,Kassy,초콜릿",전체
Drifting (Feat.Yeowon from Winningshot),코인클래식 (Coin Classic),"12세이상,뮤직비디오,락,코인클래식,Coin Classic",12세이상
예뻐졌더라,포스트맨 (Postmen),"12세이상,뮤직비디오,팝,포스트맨,Postmen",12세이상
추억이 돼줘 고마워,플라이 투 더 스카이,"12세이상,뮤직비디오,발라드,플라이 투 더 스카이",12세이상
Moment,허영생,"전체관람가,아이돌,뮤직비디오,발라드,허영생",전체
짝사랑,후이,"아이돌,뮤직비디오,발라드,펜타곤,OST,초콜릿,후이",전체
로워,장원준,"전체관람가,뮤직비디오,인디 팝,장원준,외_롭다는_뜻",전체
우선순위,더보이즈 (THE BOYZ),"아이돌,뮤직비디오,15세이상,OST,더보이즈,THE BOYZ,런 온,몇_번째인지_중요하지_않아",15세이상
자유비행,다운,"전체관람가,뮤직비디오,알앤비,다운,내일도_마중갈게",전체
Dangerous,엘라스트 (E'LAST),"전체관람가,아이돌,뮤직비디오,댄스 팝,엘라스트,E'LAST",전체
remember the mornings (memories of her),Clinton Kane,"뮤직비디오,어쿠스틱 팝,7세이상,Clinton Kane,클린턴 케인",전체
Horizon,Diplo & Leon Bridges,"12세이상,뮤직비디오,컨트리,Diplo,디플로,Leon Bridges,레온 브릿지",12세이상
Treat People With Kindness,Harry Styles,"전체관람가,뮤직비디오,팝,Harry Styles,해리 스타일스",전체
say it over (Feat. Cautious Clay),Ruel,"12세이상,뮤직비디오,팝,Ruel,루엘",12세이상
Why R U Back?,Sylo Nozra,"12세이상,뮤직비디오,팝,Sylo Nozra,사일로 노즈라",12세이상
r u ok,Tate McRae,"12세이상,뮤직비디오,팝,Tate McRae,테이트 맥레이",12세이상
WITHOUT YOU,The Kid LAROI,"12세이상,뮤직비디오,랩,The Kid LAROI,더 키드 라로이",12세이상
향수 (PERFUME),유빈,"아이돌,뮤직비디오,댄스 팝,15세이상,유빈,내일이면_잔향마저_사라져",15세이상
